age,gender,height,weight,goal,focus,limitations,intensity,duration,plan_template_id
42,Female,169.0,96.3,gain_mass,abs,none,normal,15,muscle_home_basic
38,Male,189.1,122.2,lose_weight,legs,none,normal,15,fat_loss_general
28,Male,185.4,96.0,gain_mass,legs,none,high,20,muscle_gym_progressive
32,Female,180.9,80.4,gain_mass,full,none,high,15,muscle_gym_progressive
67,Female,182.0,93.8,keep_fit,arms,joints,high,15,keep_fit_low_impact
31,Female,181.4,66.3,gain_mass,arms,none,low,20,muscle_low_impact
73,Male,193.1,83.7,keep_fit,arms,none,low,15,keep_fit_low_impact
20,Female,150.1,66.3,keep_fit,arms,none,low,15,keep_fit_low_impact
72,Male,191.8,50.6,lose_weight,full,joints,normal,60,fat_loss_low_impact
77,Female,180.0,62.8,lose_weight,arms,none,normal,60,fat_loss_general
73,Female,177.5,49.6,keep_fit,abs,joints,normal,15,keep_fit_low_impact
40,Male,170.0,137.8,lose_weight,full,none,low,15,fat_loss_low_impact
74,Male,179.8,59.3,gain_mass,chest,none,low,60,muscle_low_impact
72,Male,171.1,91.7,gain_mass,chest,none,normal,60,muscle_home_basic
75,Male,185.8,101.6,keep_fit,arms,joints,high,10,keep_fit_low_impact
36,Male,169.4,123.7,gain_mass,arms,none,normal,20,muscle_home_basic
64,Male,199.7,130.0,keep_fit,abs,none,low,45,keep_fit_low_impact
14,Male,169.4,118.8,gain_mass,arms,none,low,45,kids_active_play_safe
64,Female,157.4,89.8,lose_weight,legs,none,high,20,fat_loss_cardio_focus
68,Female,184.3,65.2,lose_weight,abs,joints,normal,15,fat_loss_low_impact
30,Female,157.4,48.9,keep_fit,legs,joints,high,60,keep_fit_low_impact
28,Male,163.1,98.3,keep_fit,chest,none,high,10,keep_fit_endurance
72,Female,163.9,47.3,keep_fit,abs,none,normal,20,keep_fit_balanced
60,Female,171.6,56.2,keep_fit,chest,none,low,15,keep_fit_low_impact
70,Female,182.0,72.5,lose_weight,legs,none,low,45,fat_loss_low_impact
48,Male,198.4,134.2,lose_weight,legs,none,high,60,fat_loss_cardio_focus
42,Male,179.3,62.9,lose_weight,chest,none,high,20,fat_loss_general
50,Female,150.8,75.2,gain_mass,arms,none,normal,10,muscle_home_basic
44,Male,175.0,94.8,keep_fit,arms,none,normal,10,keep_fit_balanced
40,Female,155.1,109.7,keep_fit,abs,none,low,45,keep_fit_low_impact
33,Female,165.9,71.9,keep_fit,full,joints,low,60,keep_fit_low_impact
59,Female,168.6,118.5,keep_fit,legs,none,low,45,keep_fit_low_impact
48,Female,166.8,71.7,lose_weight,chest,none,normal,20,fat_loss_general
61,Male,161.6,116.2,lose_weight,chest,none,high,45,fat_loss_general
52,Female,180.6,62.6,gain_mass,chest,none,low,10,muscle_low_impact
25,Male,194.3,69.1,gain_mass,legs,joints,low,15,muscle_low_impact
21,Female,179.9,52.4,lose_weight,chest,none,normal,15,fat_loss_general
21,Male,193.0,85.9,gain_mass,abs,none,normal,60,muscle_home_basic
43,Female,179.7,63.1,gain_mass,arms,none,normal,10,muscle_home_basic
37,Male,171.6,81.1,keep_fit,legs,none,normal,30,keep_fit_balanced
44,Female,160.7,104.3,keep_fit,chest,joints,low,30,keep_fit_low_impact
39,Female,180.5,98.6,lose_weight,abs,none,normal,15,fat_loss_general
39,Female,162.5,70.5,gain_mass,full,none,low,45,muscle_low_impact
67,Male,160.5,105.2,keep_fit,arms,none,high,20,keep_fit_endurance
53,Female,170.5,79.2,gain_mass,legs,joints,low,60,muscle_low_impact
69,Male,178.9,109.9,keep_fit,full,joints,normal,20,keep_fit_low_impact
26,Male,169.4,101.0,lose_weight,legs,none,normal,30,fat_loss_general
39,Male,161.2,138.5,keep_fit,abs,joints,high,15,keep_fit_low_impact
74,Female,180.4,79.3,gain_mass,full,none,low,15,muscle_low_impact
16,Male,178.8,124.5,keep_fit,full,none,low,60,kids_active_play_safe
36,Male,175.8,60.9,lose_weight,chest,none,high,45,fat_loss_general
53,Female,178.8,77.6,lose_weight,legs,none,normal,10,fat_loss_general
29,Female,158.4,56.6,lose_weight,full,joints,low,15,fat_loss_low_impact
20,Male,166.0,73.9,gain_mass,chest,none,high,60,muscle_gym_progressive
78,Female,183.4,96.1,keep_fit,legs,none,low,45,keep_fit_low_impact
75,Male,177.0,108.5,gain_mass,legs,none,low,10,muscle_low_impact
51,Male,160.6,99.1,gain_mass,arms,none,low,15,muscle_low_impact
52,Female,169.9,83.7,lose_weight,full,none,normal,20,fat_loss_general
59,Female,175.9,86.1,lose_weight,arms,none,high,20,fat_loss_general
50,Male,167.3,116.6,lose_weight,arms,none,high,15,fat_loss_general
58,Male,180.1,128.5,keep_fit,chest,none,normal,15,keep_fit_balanced
46,Male,168.6,58.4,gain_mass,arms,none,low,30,muscle_low_impact
50,Male,174.5,125.2,gain_mass,full,joints,low,60,muscle_low_impact
37,Male,164.0,123.8,keep_fit,full,none,low,10,keep_fit_low_impact
35,Male,182.1,75.9,gain_mass,legs,none,normal,60,muscle_home_basic
59,Male,184.0,80.4,gain_mass,chest,none,low,10,muscle_low_impact
15,Female,164.7,114.3,lose_weight,legs,none,high,45,kids_active_play_safe
59,Male,183.0,89.4,gain_mass,chest,joints,low,30,muscle_low_impact
19,Female,184.9,77.8,keep_fit,abs,none,low,60,keep_fit_low_impact
59,Male,187.7,138.5,keep_fit,full,none,low,10,keep_fit_low_impact
37,Female,164.5,78.3,keep_fit,chest,joints,high,20,keep_fit_low_impact
21,Female,155.0,67.7,keep_fit,legs,none,low,15,keep_fit_low_impact
23,Male,172.2,107.0,keep_fit,arms,none,high,10,keep_fit_endurance
32,Male,184.6,53.3,keep_fit,abs,none,low,60,keep_fit_low_impact
69,Male,192.2,92.5,gain_mass,legs,none,low,20,muscle_low_impact
80,Female,154.0,104.7,gain_mass,arms,joints,low,15,muscle_low_impact
51,Male,170.2,74.5,lose_weight,arms,joints,high,60,fat_loss_low_impact
77,Female,176.1,45.4,gain_mass,chest,joints,high,45,muscle_low_impact
56,Female,175.2,92.0,gain_mass,legs,joints,normal,10,muscle_low_impact
72,Female,159.6,53.5,lose_weight,chest,joints,low,45,fat_loss_low_impact
34,Female,151.6,112.8,gain_mass,arms,none,normal,45,muscle_home_basic
16,Male,185.0,96.6,keep_fit,arms,none,normal,10,kids_active_play_safe
72,Male,167.0,134.5,lose_weight,chest,joints,low,10,fat_loss_low_impact
67,Male,193.7,92.3,lose_weight,chest,joints,normal,45,fat_loss_low_impact
14,Female,157.2,102.5,gain_mass,abs,joints,normal,45,kids_active_play_safe
30,Male,198.0,139.9,lose_weight,full,none,low,10,fat_loss_low_impact
40,Male,165.1,114.1,gain_mass,legs,joints,low,45,muscle_low_impact
59,Male,169.0,88.2,keep_fit,abs,none,normal,20,keep_fit_balanced
74,Male,165.9,138.0,lose_weight,full,none,low,15,fat_loss_low_impact
70,Male,177.7,77.9,gain_mass,abs,none,normal,15,muscle_home_basic
38,Female,158.4,80.5,lose_weight,arms,none,normal,60,fat_loss_general
43,Male,163.0,61.4,lose_weight,full,none,low,20,fat_loss_low_impact
73,Male,160.9,58.6,lose_weight,legs,none,normal,60,fat_loss_general
57,Female,173.2,99.4,gain_mass,arms,none,low,60,muscle_low_impact
77,Female,179.4,63.7,gain_mass,legs,none,low,15,muscle_low_impact
72,Female,158.5,76.0,lose_weight,legs,none,low,15,fat_loss_low_impact
55,Female,175.3,70.6,keep_fit,arms,joints,low,15,keep_fit_low_impact
26,Female,171.7,112.4,keep_fit,arms,joints,normal,10,keep_fit_low_impact
75,Male,186.3,139.9,keep_fit,full,none,normal,20,keep_fit_balanced
30,Male,194.4,64.0,lose_weight,abs,none,low,15,fat_loss_low_impact
59,Male,181.1,85.5,lose_weight,legs,none,normal,20,fat_loss_general
25,Female,162.6,88.4,keep_fit,chest,none,low,10,keep_fit_low_impact
62,Male,189.7,113.5,gain_mass,arms,none,low,60,muscle_low_impact
40,Male,164.1,68.4,gain_mass,chest,none,low,20,muscle_low_impact
35,Male,175.6,121.7,keep_fit,legs,none,high,20,keep_fit_endurance
77,Male,167.8,121.3,lose_weight,chest,joints,normal,60,fat_loss_low_impact
57,Male,183.7,59.6,gain_mass,chest,none,high,15,muscle_gym_progressive
50,Female,168.7,75.6,keep_fit,abs,none,low,15,keep_fit_low_impact
35,Female,167.8,99.1,lose_weight,arms,none,normal,20,fat_loss_general
63,Male,162.2,107.7,lose_weight,arms,none,high,45,fat_loss_general
43,Female,183.8,103.3,keep_fit,chest,joints,low,20,keep_fit_low_impact
64,Male,183.9,110.1,lose_weight,legs,joints,normal,45,fat_loss_low_impact
42,Female,174.3,63.6,gain_mass,abs,none,high,15,muscle_gym_progressive
38,Male,172.1,103.8,lose_weight,arms,joints,high,45,fat_loss_low_impact
73,Male,171.3,127.5,keep_fit,arms,none,normal,30,keep_fit_balanced
42,Male,165.9,123.1,gain_mass,full,none,high,15,muscle_gym_progressive
56,Male,187.2,100.6,keep_fit,arms,none,normal,20,keep_fit_balanced
19,Male,190.6,121.2,keep_fit,full,none,normal,60,keep_fit_endurance
25,Female,169.5,45.6,keep_fit,arms,none,low,10,keep_fit_low_impact
29,Female,182.4,68.2,keep_fit,arms,none,high,15,keep_fit_endurance
26,Male,170.5,96.2,keep_fit,legs,none,low,60,keep_fit_low_impact
80,Male,188.0,66.2,lose_weight,arms,joints,low,45,fat_loss_low_impact
52,Male,195.5,139.4,keep_fit,abs,none,normal,20,keep_fit_balanced
45,Female,154.3,82.6,keep_fit,full,joints,low,10,keep_fit_low_impact
58,Male,160.8,60.9,lose_weight,arms,none,low,10,fat_loss_low_impact
23,Male,167.0,109.8,gain_mass,chest,none,high,20,muscle_gym_progressive
69,Male,190.9,65.7,gain_mass,chest,none,normal,60,muscle_home_basic
23,Male,195.6,96.8,keep_fit,full,none,low,30,keep_fit_low_impact
52,Female,155.8,118.4,lose_weight,legs,joints,normal,30,fat_loss_low_impact
28,Male,197.2,122.3,lose_weight,arms,none,normal,20,fat_loss_general
60,Male,166.6,133.3,gain_mass,full,joints,low,45,muscle_low_impact
70,Female,156.8,64.2,lose_weight,arms,none,low,45,fat_loss_low_impact
21,Female,167.5,76.8,gain_mass,full,joints,low,10,muscle_low_impact
73,Female,155.6,112.6,lose_weight,arms,none,low,10,fat_loss_low_impact
76,Male,178.5,97.5,lose_weight,full,none,high,20,fat_loss_cardio_focus
41,Female,155.8,48.5,keep_fit,chest,none,normal,15,keep_fit_balanced
23,Female,183.4,111.6,gain_mass,full,none,low,15,muscle_low_impact
40,Male,173.6,50.8,keep_fit,arms,none,normal,10,keep_fit_balanced
37,Male,184.6,122.6,keep_fit,legs,joints,high,45,keep_fit_low_impact
20,Male,163.7,138.1,keep_fit,full,none,low,30,keep_fit_low_impact
19,Male,186.5,67.5,gain_mass,abs,joints,normal,60,muscle_low_impact
45,Female,183.7,77.0,keep_fit,chest,none,high,30,keep_fit_endurance
42,Female,181.3,94.5,keep_fit,abs,none,normal,15,keep_fit_balanced
54,Female,166.1,64.1,gain_mass,full,none,high,20,muscle_gym_progressive
21,Female,170.9,113.1,lose_weight,chest,none,high,45,fat_loss_general
61,Female,182.2,65.4,lose_weight,full,joints,low,15,fat_loss_low_impact
79,Male,185.5,135.3,gain_mass,arms,none,low,20,muscle_low_impact
14,Male,194.5,69.1,gain_mass,legs,none,high,15,kids_active_play_safe
47,Male,165.0,92.5,gain_mass,legs,joints,low,10,muscle_low_impact
48,Female,169.3,111.1,gain_mass,full,none,normal,30,muscle_home_basic
24,Male,183.9,120.4,keep_fit,arms,none,normal,20,keep_fit_balanced
14,Male,173.6,134.8,keep_fit,arms,none,low,45,kids_active_play_safe
71,Male,166.7,112.2,gain_mass,arms,joints,normal,15,muscle_low_impact
70,Female,171.4,64.2,gain_mass,arms,none,normal,45,muscle_home_basic
38,Male,174.6,97.5,gain_mass,legs,none,normal,60,muscle_home_basic
20,Male,161.8,119.7,keep_fit,abs,none,low,20,keep_fit_low_impact
68,Female,159.0,73.9,gain_mass,chest,none,normal,60,muscle_home_basic
60,Female,165.8,46.1,gain_mass,abs,joints,high,20,muscle_low_impact
31,Male,195.0,124.0,gain_mass,chest,none,high,20,muscle_gym_progressive
63,Female,164.8,76.3,keep_fit,abs,none,normal,20,keep_fit_balanced
43,Male,176.9,70.9,lose_weight,legs,none,normal,30,fat_loss_general
48,Male,169.0,137.9,keep_fit,legs,joints,low,10,keep_fit_low_impact
20,Male,162.5,86.0,keep_fit,chest,none,high,30,keep_fit_endurance
67,Male,198.2,57.5,gain_mass,arms,none,low,10,muscle_low_impact
70,Male,167.0,112.7,keep_fit,full,none,high,60,keep_fit_endurance
45,Female,176.4,108.7,keep_fit,legs,joints,low,15,keep_fit_low_impact
80,Female,171.2,112.0,lose_weight,arms,none,normal,20,fat_loss_general
44,Male,174.4,108.8,gain_mass,chest,none,normal,15,muscle_home_basic
53,Female,152.5,110.8,lose_weight,abs,joints,high,20,fat_loss_low_impact
59,Female,155.0,114.0,keep_fit,full,none,normal,15,keep_fit_balanced
32,Male,182.6,53.9,gain_mass,arms,none,low,45,muscle_low_impact
54,Female,177.7,68.2,gain_mass,legs,none,low,45,muscle_low_impact
18,Male,174.3,76.3,lose_weight,legs,none,low,30,fat_loss_low_impact
14,Female,183.5,118.2,keep_fit,arms,none,normal,20,kids_active_play_safe
57,Female,169.2,59.8,lose_weight,legs,none,high,45,fat_loss_cardio_focus
71,Male,165.6,61.9,gain_mass,legs,joints,normal,15,muscle_low_impact
25,Male,185.9,118.8,keep_fit,arms,none,high,45,keep_fit_endurance
50,Male,167.8,93.1,gain_mass,chest,none,high,10,muscle_gym_progressive
24,Female,161.3,112.5,gain_mass,arms,none,low,45,muscle_low_impact
65,Female,158.4,104.4,lose_weight,chest,none,normal,15,fat_loss_general
68,Male,172.7,118.5,lose_weight,legs,none,low,30,fat_loss_low_impact
16,Male,199.3,99.1,lose_weight,legs,none,normal,45,kids_active_play_safe
73,Female,156.4,113.7,gain_mass,legs,joints,low,20,muscle_low_impact
20,Female,155.5,62.7,gain_mass,full,none,low,45,muscle_low_impact
64,Female,178.3,51.7,keep_fit,arms,joints,low,10,keep_fit_low_impact
23,Male,174.0,113.9,lose_weight,full,none,high,15,fat_loss_cardio_focus
31,Male,183.1,108.1,gain_mass,legs,none,low,15,muscle_low_impact
72,Male,177.8,78.7,gain_mass,chest,joints,high,15,muscle_low_impact
58,Female,176.5,66.3,keep_fit,abs,none,normal,45,keep_fit_endurance
62,Male,161.5,57.0,gain_mass,abs,none,normal,60,muscle_home_basic
42,Female,167.2,103.7,gain_mass,full,none,low,60,muscle_low_impact
22,Male,162.7,62.1,keep_fit,arms,joints,normal,15,keep_fit_low_impact
58,Female,172.3,57.0,lose_weight,arms,none,high,10,fat_loss_general
19,Female,184.7,89.6,keep_fit,arms,joints,normal,45,keep_fit_low_impact
78,Female,152.2,45.6,lose_weight,chest,none,high,30,fat_loss_general
77,Male,160.0,99.9,gain_mass,full,joints,normal,20,muscle_low_impact
75,Male,162.7,137.8,keep_fit,legs,none,normal,10,keep_fit_balanced
52,Male,175.0,90.5,gain_mass,chest,none,high,30,muscle_gym_progressive
70,Female,157.2,95.9,lose_weight,chest,none,low,10,fat_loss_low_impact
17,Female,155.1,112.2,keep_fit,legs,none,normal,20,kids_active_play_safe
23,Female,176.6,103.7,keep_fit,full,none,high,30,keep_fit_endurance
43,Male,176.6,65.5,gain_mass,chest,joints,normal,30,muscle_low_impact
57,Female,182.0,85.8,keep_fit,legs,none,low,45,keep_fit_low_impact
73,Female,171.6,86.8,gain_mass,arms,none,low,45,muscle_low_impact
72,Female,155.8,96.6,gain_mass,full,none,low,60,muscle_low_impact
32,Female,152.1,113.7,gain_mass,legs,none,high,20,muscle_gym_progressive
67,Female,180.1,76.4,gain_mass,full,none,low,20,muscle_low_impact
63,Female,169.0,56.7,lose_weight,abs,none,low,10,fat_loss_low_impact
48,Male,165.0,72.8,keep_fit,arms,none,normal,60,keep_fit_endurance
50,Female,162.7,87.1,keep_fit,arms,none,low,45,keep_fit_low_impact
31,Female,163.6,88.5,lose_weight,full,none,high,10,fat_loss_cardio_focus
44,Male,181.2,76.6,lose_weight,abs,none,normal,10,fat_loss_general
53,Male,181.0,91.8,lose_weight,legs,none,normal,15,fat_loss_general
78,Male,167.9,133.3,keep_fit,full,joints,high,15,keep_fit_low_impact
22,Male,193.0,114.6,gain_mass,arms,none,normal,45,muscle_home_basic
73,Female,181.1,45.8,gain_mass,full,none,low,45,muscle_low_impact
15,Female,164.8,90.9,keep_fit,full,none,low,20,kids_active_play_safe
70,Female,167.6,51.1,gain_mass,legs,joints,low,45,muscle_low_impact
18,Female,180.3,93.9,keep_fit,legs,joints,low,45,keep_fit_low_impact
79,Male,188.8,52.9,gain_mass,abs,none,high,10,muscle_gym_progressive
27,Female,182.3,117.5,lose_weight,full,none,low,15,fat_loss_low_impact
58,Male,168.7,63.2,lose_weight,arms,joints,normal,45,fat_loss_low_impact
72,Female,180.2,78.8,gain_mass,chest,none,high,60,muscle_gym_progressive
43,Male,172.2,119.9,lose_weight,chest,none,high,10,fat_loss_general
59,Female,157.9,93.2,gain_mass,abs,none,normal,60,muscle_home_basic
17,Male,179.1,117.2,gain_mass,legs,none,low,45,kids_active_play_safe
17,Female,156.7,106.0,lose_weight,full,none,normal,15,kids_active_play_safe
18,Male,165.8,97.5,lose_weight,chest,none,high,30,fat_loss_general
44,Male,178.7,96.8,lose_weight,full,none,high,20,fat_loss_cardio_focus
47,Female,161.2,90.1,lose_weight,full,none,low,15,fat_loss_low_impact
51,Female,154.6,83.1,keep_fit,arms,none,normal,45,keep_fit_endurance
52,Male,181.0,53.5,keep_fit,arms,none,normal,15,keep_fit_balanced
50,Female,163.8,46.5,gain_mass,legs,none,normal,15,muscle_home_basic
65,Male,171.9,68.7,keep_fit,legs,joints,normal,10,keep_fit_low_impact
22,Female,159.1,89.2,gain_mass,full,none,low,15,muscle_low_impact
68,Male,196.9,79.4,lose_weight,chest,none,high,15,fat_loss_general
32,Female,154.2,117.0,gain_mass,chest,none,normal,20,muscle_home_basic
18,Female,176.3,92.0,keep_fit,legs,none,high,10,keep_fit_endurance
35,Male,170.7,128.3,gain_mass,abs,none,low,10,muscle_low_impact
63,Female,172.5,119.8,gain_mass,legs,joints,normal,10,muscle_low_impact
25,Male,165.0,66.9,lose_weight,abs,none,normal,30,fat_loss_general
37,Female,178.8,77.4,lose_weight,abs,none,normal,45,fat_loss_general
61,Female,168.5,45.1,keep_fit,legs,none,high,45,keep_fit_endurance
14,Female,166.3,105.4,gain_mass,arms,none,high,30,kids_active_play_safe
20,Female,151.0,65.5,keep_fit,legs,none,high,60,keep_fit_endurance
40,Male,173.1,136.0,lose_weight,abs,none,normal,60,fat_loss_general
39,Female,175.1,45.2,lose_weight,chest,joints,high,10,fat_loss_low_impact
63,Male,189.1,128.3,lose_weight,full,joints,low,45,fat_loss_low_impact
62,Female,164.8,52.8,lose_weight,abs,none,normal,10,fat_loss_general
34,Male,160.5,114.6,lose_weight,full,none,high,15,fat_loss_cardio_focus
48,Male,174.2,126.8,gain_mass,arms,none,normal,15,muscle_home_basic
44,Male,177.4,66.7,gain_mass,abs,none,normal,10,muscle_home_basic
38,Male,190.5,130.6,lose_weight,arms,none,high,15,fat_loss_general
23,Male,165.6,64.7,gain_mass,arms,none,high,15,muscle_gym_progressive
16,Female,167.6,45.1,keep_fit,full,joints,normal,10,kids_active_play_safe
25,Male,185.8,117.1,keep_fit,arms,joints,normal,10,keep_fit_low_impact
74,Male,194.3,78.7,gain_mass,arms,none,low,20,muscle_low_impact
18,Female,165.7,100.0,keep_fit,abs,none,high,20,keep_fit_endurance
27,Female,165.6,81.8,keep_fit,full,none,normal,45,keep_fit_endurance
53,Male,161.9,120.0,lose_weight,abs,joints,low,60,fat_loss_low_impact
75,Female,159.8,91.2,keep_fit,arms,none,low,10,keep_fit_low_impact
59,Male,183.0,117.8,keep_fit,abs,joints,high,45,keep_fit_low_impact
68,Female,164.1,88.9,keep_fit,chest,none,high,30,keep_fit_endurance
59,Female,166.0,90.6,gain_mass,chest,joints,normal,45,muscle_low_impact
37,Female,151.5,74.1,lose_weight,abs,none,low,30,fat_loss_low_impact
58,Female,165.9,89.2,gain_mass,arms,none,normal,10,muscle_home_basic
47,Male,164.7,84.0,gain_mass,full,none,normal,15,muscle_home_basic
68,Female,160.2,67.0,gain_mass,legs,none,low,60,muscle_low_impact
74,Male,176.3,66.8,keep_fit,abs,none,normal,60,keep_fit_endurance
34,Female,164.7,93.7,gain_mass,arms,none,high,30,muscle_gym_progressive
50,Male,178.4,87.1,keep_fit,full,joints,low,15,keep_fit_low_impact
50,Male,188.1,100.0,keep_fit,chest,none,high,60,keep_fit_endurance
59,Male,162.3,133.7,keep_fit,legs,joints,low,30,keep_fit_low_impact
56,Male,176.1,57.7,lose_weight,abs,joints,high,30,fat_loss_low_impact
14,Female,165.9,62.1,keep_fit,full,none,low,45,kids_active_play_safe
34,Male,188.8,74.4,gain_mass,legs,none,high,45,muscle_gym_progressive
25,Male,184.4,78.4,gain_mass,arms,none,low,45,muscle_low_impact
46,Female,173.8,105.1,lose_weight,arms,joints,low,30,fat_loss_low_impact
30,Female,157.6,110.5,gain_mass,abs,joints,normal,10,muscle_low_impact
21,Female,160.5,108.6,gain_mass,abs,none,high,15,muscle_gym_progressive
24,Male,170.7,86.9,lose_weight,arms,none,normal,45,fat_loss_general
37,Female,156.8,103.5,keep_fit,arms,joints,low,30,keep_fit_low_impact
70,Female,150.9,94.0,lose_weight,chest,none,high,15,fat_loss_general
65,Female,174.4,55.7,lose_weight,arms,none,high,15,fat_loss_general
49,Male,163.0,108.9,gain_mass,abs,none,high,10,muscle_gym_progressive
66,Male,160.2,58.3,lose_weight,abs,none,normal,45,fat_loss_general
50,Female,183.2,84.0,lose_weight,abs,none,high,15,fat_loss_general
66,Male,193.8,135.4,keep_fit,chest,none,high,15,keep_fit_endurance
16,Male,176.8,113.9,keep_fit,chest,none,high,20,kids_active_play_safe
41,Male,174.9,87.0,keep_fit,arms,none,high,60,keep_fit_endurance
61,Female,164.3,116.1,gain_mass,chest,joints,normal,45,muscle_low_impact
21,Male,161.5,60.5,lose_weight,chest,none,low,30,fat_loss_low_impact
56,Female,171.4,78.6,keep_fit,abs,none,low,15,keep_fit_low_impact
75,Female,162.9,61.3,lose_weight,full,joints,high,45,fat_loss_low_impact
24,Male,178.5,82.7,keep_fit,legs,joints,low,30,keep_fit_low_impact
72,Male,186.8,57.7,keep_fit,abs,joints,normal,10,keep_fit_low_impact
68,Male,194.1,137.2,lose_weight,full,none,low,60,fat_loss_low_impact
74,Male,173.8,125.3,gain_mass,arms,none,low,15,muscle_low_impact
27,Male,177.6,61.9,gain_mass,full,joints,normal,60,muscle_low_impact
62,Male,185.3,55.2,gain_mass,arms,none,high,60,muscle_gym_progressive
59,Male,176.0,51.5,gain_mass,legs,joints,normal,20,muscle_low_impact
64,Male,169.3,122.6,keep_fit,chest,none,high,10,keep_fit_endurance
50,Female,158.5,91.4,gain_mass,abs,none,high,30,muscle_gym_progressive
14,Male,181.2,121.4,lose_weight,full,none,normal,15,kids_active_play_safe
67,Male,197.1,117.4,gain_mass,chest,none,low,20,muscle_low_impact
42,Male,179.2,60.3,keep_fit,chest,none,high,15,keep_fit_endurance
26,Male,181.5,132.9,lose_weight,legs,none,high,60,fat_loss_cardio_focus
65,Female,167.2,108.8,keep_fit,full,joints,high,30,keep_fit_low_impact
46,Male,196.1,52.9,gain_mass,chest,none,high,20,muscle_gym_progressive
70,Male,169.0,97.3,gain_mass,arms,none,normal,60,muscle_home_basic
61,Male,197.5,91.3,lose_weight,arms,joints,normal,20,fat_loss_low_impact
16,Male,184.3,60.1,gain_mass,full,none,low,10,kids_active_play_safe
28,Male,181.1,79.6,gain_mass,arms,joints,normal,20,muscle_low_impact
31,Female,172.4,91.7,gain_mass,legs,none,low,10,muscle_low_impact
72,Female,160.4,91.3,keep_fit,chest,none,high,10,keep_fit_endurance
47,Male,177.1,77.1,lose_weight,legs,none,normal,60,fat_loss_general
62,Male,192.6,52.0,keep_fit,full,joints,low,20,keep_fit_low_impact
68,Male,186.8,62.9,lose_weight,arms,none,normal,20,fat_loss_general
68,Male,177.5,113.9,lose_weight,full,joints,normal,60,fat_loss_low_impact
74,Male,199.4,56.7,gain_mass,legs,none,normal,10,muscle_home_basic
59,Female,179.3,46.0,lose_weight,chest,joints,low,15,fat_loss_low_impact
68,Male,163.9,60.9,gain_mass,full,none,high,60,muscle_gym_progressive
57,Female,150.5,110.4,gain_mass,arms,none,normal,30,muscle_home_basic
46,Female,154.3,109.3,lose_weight,arms,none,low,20,fat_loss_low_impact
29,Female,164.3,79.6,gain_mass,chest,none,high,30,muscle_gym_progressive
21,Female,156.5,65.0,gain_mass,legs,none,low,10,muscle_low_impact
56,Male,165.9,115.5,gain_mass,abs,none,normal,60,muscle_home_basic
78,Male,173.2,116.2,gain_mass,arms,none,high,10,muscle_gym_progressive
29,Female,172.1,103.4,lose_weight,legs,none,low,15,fat_loss_low_impact
70,Female,162.5,79.0,lose_weight,chest,joints,high,30,fat_loss_low_impact
33,Female,165.5,68.9,lose_weight,arms,none,normal,45,fat_loss_general
61,Female,173.7,53.1,keep_fit,chest,joints,normal,45,keep_fit_low_impact
48,Female,159.2,67.4,keep_fit,abs,none,high,30,keep_fit_endurance
51,Female,178.4,51.8,gain_mass,chest,none,high,15,muscle_gym_progressive
22,Male,178.9,77.9,gain_mass,abs,joints,high,20,muscle_low_impact
74,Male,195.7,81.6,gain_mass,legs,none,low,60,muscle_low_impact
14,Female,176.6,115.1,keep_fit,arms,joints,normal,30,kids_active_play_safe
16,Male,185.6,106.0,lose_weight,legs,none,high,30,kids_active_play_safe
61,Male,171.0,104.1,gain_mass,arms,none,high,45,muscle_gym_progressive
51,Male,192.3,126.5,keep_fit,arms,none,normal,30,keep_fit_balanced
17,Female,170.0,61.0,lose_weight,abs,none,low,20,kids_active_play_safe
24,Male,187.6,93.1,gain_mass,full,joints,normal,30,muscle_low_impact
14,Female,162.8,61.3,gain_mass,full,none,low,15,kids_active_play_safe
46,Female,178.6,110.1,lose_weight,legs,none,low,10,fat_loss_low_impact
78,Female,164.5,96.5,keep_fit,arms,none,low,30,keep_fit_low_impact
51,Female,162.0,50.3,gain_mass,abs,none,low,15,muscle_low_impact
58,Male,166.8,107.6,keep_fit,chest,none,high,15,keep_fit_endurance
27,Female,168.8,107.8,keep_fit,chest,none,high,15,keep_fit_endurance
45,Female,160.4,70.5,lose_weight,abs,none,high,10,fat_loss_general
71,Female,155.2,75.5,lose_weight,chest,none,normal,20,fat_loss_general
59,Female,177.1,69.4,keep_fit,arms,none,high,20,keep_fit_endurance
37,Male,177.8,97.7,lose_weight,full,none,low,60,fat_loss_low_impact
14,Female,157.5,82.6,lose_weight,full,joints,low,60,kids_active_play_safe
38,Female,153.2,99.9,keep_fit,chest,none,low,60,keep_fit_low_impact
70,Female,168.2,78.9,gain_mass,abs,none,low,20,muscle_low_impact
37,Male,172.1,131.5,gain_mass,chest,none,normal,45,muscle_home_basic
39,Female,184.3,83.7,keep_fit,chest,joints,normal,20,keep_fit_low_impact
45,Female,155.3,65.7,keep_fit,arms,none,normal,45,keep_fit_endurance
27,Male,190.6,110.2,gain_mass,full,joints,high,45,muscle_low_impact
56,Male,182.4,102.5,gain_mass,legs,none,high,45,muscle_gym_progressive
76,Female,174.8,55.0,keep_fit,full,none,normal,15,keep_fit_balanced
39,Female,180.1,55.6,gain_mass,full,none,high,10,muscle_gym_progressive
45,Male,188.5,124.1,keep_fit,arms,none,normal,10,keep_fit_balanced
20,Male,194.1,77.4,lose_weight,chest,joints,normal,20,fat_loss_low_impact
